-2.000000e+001 -2.000000e+001 7.320965e-011 -5.125827e-011 
-1.900000e+001 -2.000000e+001 7.702333e-011 -5.103722e-011 
-1.800000e+001 -2.000000e+001 7.889793e-011 -4.927271e-011 
-1.700000e+001 -2.000000e+001 7.874900e-011 -4.613270e-011 
-1.600000e+001 -2.000000e+001 7.663686e-011 -4.188425e-011 
-1.500000e+001 -2.000000e+001 7.276288e-011 -3.686357e-011 
-1.400000e+001 -2.000000e+001 6.745019e-011 -3.143833e-011 
-1.300000e+001 -2.000000e+001 6.111041e-011 -2.596744e-011 
-1.200000e+001 -2.000000e+001 5.420069e-011 -2.076427e-011 
-1.100000e+001 -2.000000e+001 4.717709e-011 -1.606853e-011 
-1.000000e+001 -2.000000e+001 4.045136e-011 -1.203073e-011 
-9.000000e+000 -2.000000e+001 3.435791e-011 -8.710357e-012 
-8.000000e+000 -2.000000e+001 2.913595e-011 -6.086537e-012 
-7.000000e+000 -2.000000e+001 2.492938e-011 -4.077031e-012 
-6.000000e+000 -2.000000e+001 2.180345e-011 -2.560279e-012 
-5.000000e+000 -2.000000e+001 1.977433e-011 -1.394655e-012 
-4.000000e+000 -2.000000e+001 1.884510e-011 -4.302871e-013 
-3.000000e+000 -2.000000e+001 1.904005e-011 4.889941e-013 
-2.000000e+000 -2.000000e+001 2.042838e-011 1.532913e-012 
-1.000000e+000 -2.000000e+001 2.312897e-011 2.897072e-012 
0.000000e+000 -2.000000e+001 2.728958e-011 4.812839e-012 
1.000000e+000 -2.000000e+001 3.303795e-011 7.545062e-012 
2.000000e+000 -2.000000e+001 4.040865e-011 1.136789e-011 
3.000000e+000 -2.000000e+001 4.925839e-011 1.651289e-011 
4.000000e+000 -2.000000e+001 5.919118e-011 2.309180e-011 
5.000000e+000 -2.000000e+001 6.952051e-011 3.100805e-011 
6.000000e+000 -2.000000e+001 7.929337e-011 3.988245e-011 
7.000000e+000 -2.000000e+001 8.738900e-011 4.902434e-011 
8.000000e+000 -2.000000e+001 9.268492e-011 5.747458e-011 
9.000000e+000 -2.000000e+001 9.426008e-011 6.413049e-011 
1.000000e+001 -2.000000e+001 9.158817e-011 6.793753e-011 
1.100000e+001 -2.000000e+001 8.467146e-011 6.810858e-011 
1.200000e+001 -2.000000e+001 7.407769e-011 6.431692e-011 
1.300000e+001 -2.000000e+001 6.086763e-011 5.681126e-011 
1.400000e+001 -2.000000e+001 4.642901e-011 4.641921e-011 
1.500000e+001 -2.000000e+001 3.225501e-011 3.443450e-011 
1.600000e+001 -2.000000e+001 1.971607e-011 2.241213e-011 
